"Год выборов","Заголовок","Кандидат-депутат","Возраст","Год рождения","Профессия(основное)","Вторая профессия","Третья профессия","Пол","Населённый пункт","Должность","Партийный/беспартийный","Партия","Избирательный округ","Описание целиком"
"2000","Шкут Борис Тихонович","Кандидат","62","1938","инженер","","","м","Слуцк","Преподаватель Слуцкого представительства Московского Современного Гуманитарного института","Партийный","ПКБ","Слуцкий № 90",""
"2000","Шпунтенкова Светлана Ивановна","Кандидат","51","1949","юрист","","","ж","Мозырь","Начальник отдела кадров ООО ""Мозырская торгово-промышленная фабрика ""Надэкс""","Партийный","ПКБ","Мозырьский № 44",""
"2000","Шукан Александр Иванович","Кандидат","41","1959","автослесарь","","","м","Минск","Временно не работает","Партийный","ЛДП","Березинский № 76",""
"2000","Шухман Борис Абрамович","Кандидат","53","1947","товаровед","","","м","Могилев","Генеральный директор ООО ""Эрудит""","Беспартийный","","Могилевский-Октябрьский № 72",""
"2000","Щербинин Геннадий Викторович","Кандидат","38","1962","учитель","","","м","Борисов","Представитель Производственного объединения ""Агроимпекс"" в Республике Беларусь","Беспартийный","","Борисовский городской № 77",""
"2000","Юдо Петр Михайлович","Кандидат","50","1950","инженер-электрик","","","м","Вилейка","Первый заместитель председателя Вилейского райисполкома","Беспартийный","","Вилейский № 79",""
"2000","Юдчиц Андрей Андреевич","Кандидат","59","1941","журналист","","","м","Минск","Заместитель главного редактора ""Народной газеты""","Партийный","КПБ","Березовский № 8",""
"2000","Юрко Мария Даниловна","Кандидат","50","1950","журналист","","","ж","Лунинец","Собственный коррреспондент газеты ""Брестский курьер""","Беспартийный","","Лунинецкий № 12",""
"2000","Яковлев Петр Титович","Кандидат","51","1949","инженер-электрик","","","м","Червень","Временно не работает","Партийный","КПБ","Березинский № 76",""
"2000","Якутов Виталий Петрович","Кандидат","51","1949","инженер","","","м","Брест","Заместитель начальника Брестского отделения Белорусской железной дороги","Беспартийный","","Брестский-Западный № 1",""
"2000","Янковский Вячеслав Казимирович","Кандидат","50","1950","инженер","","","м","Минск","Директор научно-производственного комплекса ""Оргнефтехим""","Партийный","РПТиС","Свислочский № 96",""
"2000","Яновский Вячеслав Евгеньевич","Кандидат","43","1957","учитель","","","м","Витебск","Инструктор унитарного спортивно-развлекательного предприятия","Беспартийный","","Витебский-Горьковский № 17",""
"2000","Янушко Игорь Викентьевич","Кандидат","37","1963","инженер-механик","","","м","Минск","Индивидуальный предприниматель","Партийный","ЛДП","Колосовский № 105",""
"2000","Янчевский Всеволод Вячеславович","Кандидат","24","1976","юрист","","","м","Минск","Первый секретарь ЦК БПСМ","Беспартийный","","Слуцкий № 90",""
"2000","Янчук Валерий Александрович","Кандидат","54","1946","экономист","","","м","Витебск","Доцент кафедры экономической теории Витебского госуниверситета им.П.М.Машерова","Партийный","БПП","Витебский-Чкаловский № 20",""
"2000","Ярошевич Александр Петрович","Кандидат","41","1959","агроном","","","м","Тельмы-1","Временно не работает","Партийный","ЛДП","Мухавецкий № 13",""
"2000","Яхимчик Славентин Иванович","Кандидат","39","1961","зооинженер","","","м","Кобрин","Заместитель директора Гродненского департамента СП ЗАО ""Промлизинг"" Министерства промышленности Республики Беларусь","Беспартийный","","Щучинский № 62",""
"2000","Яцевеч Василий Иванович","Кандидат","49","1951","агроном","","","м","Гомель","Заместитель председателя комитета по сельскому хозяйству и продовольствию Гомельского областного исполкома","Партийный","ПКБ","Гомельский сельский № 39",""
"2000","Ящук Надежда Григорьевна","Кандидат","52","1948","инженер-строитель","","","ж","Брест","Директор по информационно-воспитательной работе, кадрам и быту ОАО ""Ковры Бреста""","Беспартийный","","Брестский-Центральный № 2",""
"2000","Баранов Сергей Васиьевич","Кандидат","41","1959","экономист","","","м","Минск","Заместитель директора представительства иностранного предприятия ""Вельц-Брест""","Партийный","Республиканская партия","Шабановский № 93",""
"2000","Костюкович Петр Петрович","Кандидат","43","1957","экономист-менеджер","","","м","Бобруйск","Экономист-менеджер СП ""БТЭКС""","Беспартийный","","Бобруйский-Первомайский № 64",""
"2000","Кулешов Александр Дмитриевич","Кандидат","53","1947","экономист","","","м","Могилев","Заместитель начальника Могилевского машиностроительного предприятия","Партийный","СДП народного согласия","Могилевский-Ленинский № 70",""
"2000","Ковриго Генрих Петрович","Кандидат","34","1966","правовед","","","м","Минск","Руководитель отдела маркетинга и развития Белорусско-германского совместного предприятия ООО ""БелТЮФ""","Партийный","Партия народного согласия","Борисовский городской № 77",""
"2004","Гиль Светлана Викентьевна","Депутат","57","1947","инженер-технолог","","","ж","Брест","депутат Палаты представителей Национального собрания Республики Беларусь","Беспартийный","","брестский-центральный","Гиль Светлана Викентьевна, 1947 г. р., инженер-технолог, депутат Палаты представителей Национального собрания Республики Беларусь, г.Брест, беспартийная, Брестский-Центральный избирательный округ №2"
"2004","Величко Олег Иванович","Депутат","47","1957","хирург","","","м","Брест","Главный врач государственного лечебно-профилактического учреждения  ""Брестская  городская  больница  скорой  медицинской  помощи""","Беспартийный","","брестский-западный","ВЕЛИЧКО Олег Иванович, 1959   г.  р., хирург,  главный врач государственного лечебно-профилактического учреждения  ""Брестская  городская  больница  скорой  медицинской  помощи"",  г. Брест, беспартийный, Брестский-Западный избирательный округ №1"
"2004","Качан Валентина Ивановна","Депутат","53","1951","санитарный врач","","","ж","Брест","депутат Палаты представителей Национального собрания Республики Беларусь","Беспартийный","","брестский-восточный","Качан Валентина Ивановна, 1951   г.р., санитарный   врач, депутат Палаты представителей Национального собрания Республики Беларусь, г.Брест, беспартийная, Брестский-Восточный избирательный округ №3"
"2004","Ванькович Анатолий Степанович","Депутат","46","1958","военнослужащий","","","м","Барановичи","начальник Главного штаба - первый заместитель командующего ВВС и войск ПВО Вооруженных сил Республики Беларусь","Беспартийный","","барановичский-западный","Ванькович Анатолий Степанович, 1958  г.р., военнослужащий, начальник Главного штаба - первый  заместитель командующего ВВС и войск ПВО Вооруженных сил Республики  Беларусь,  г.  Барановичи, беспартийный, Барановичский-Западный избирательный округ №4 "
"2004","Сергиенко Николай Васильевич","Депутат","52","1952","инженер-химик","военнослужащий","","м","Барановичи","депутат Палаты представителей Национального собрания Республики Беларусь","Беспартийный","","барановичский-восточный","Сергиенко Николай Васильевич, 1952  г.р., инженер-химик, военнослужащий, депутат Палаты представителей Национального собрания Республики Беларусь, г. Барановичи, беспартийный, Барановичский-Восточный избирательный округ №5"
"2004","Майсюк Владимир Владимирович","Депутат","55","1949","инженер-строитель","","","м","Брест","генеральный директор Республиканского унитарного предприятия автомобильных дорог ""Бреставтодор""","Беспартийный","","барановичский сельский","Майсюк Владимир Владимирович, 1949 г.р., инженер-строитель, генеральный директор Республиканского унитарного предприятия автомобильных дорог ""Бреставтодор"", г. Брест, беспартийный, Барановичский сельский избирательный округ №6 "
"2004","Зинченко Александр Николаевич","Депутат","57","1947","экономист","","","м","Минск","депутат Палаты представителей Национального собрания Республики Беларусь","Партийный","Аграрная партия","беловежский","Зинченко Александр Николаевич, 1947  г.р., экономист, депутат  Палаты представителей Национального собрания Республики Беларусь, г.Минск, член Аграрной партии, Беловежский избирательный округ №7 "
"2004","Казимирчик Евгений Александрович","Депутат","43","1961","инженер-строитель","менеджер-экономист","","м","Берёза","директор межрайонного производственного управления ""Березамежрайгаз""","Беспартийный","","березовский","Казимирчик Евгений Александрович, 1961   г.р., инженер-строитель,   менеджер-экономист, директор межрайонного производственного управления ""Березамежрайгаз"", г.Береза, беспартийный, Березовский избирательный округ №8"
"2004","Зданович Владимир Матвеевич","Депутат","45","1959","радиофизик","менеджер социальной сферы","","м","Минск","депутат Палаты представителей Национального собрания Республики Беларусь","Беспартийный","","дрогичинский","Зданович Владимир Матвеевич, 1959  г.р., радиофизик, менеджер социальной сферы, депутат Палаты представителей Национального собрания Республики Беларусь, г.Минск, беспартийный, Дрогичинский избирательный округ №9"
"2004","Свирид Александр Владимирович","Депутат","58","1946","экономист-организатор сельскохозяйственного производства","менеджер-экономист","","м","Минск","депутат Палаты представителей Национального собрания Республики Беларусь","Партийный","КПБ","ивацевичский","Свирид Александр Владимирович, 1946 г.р., экономист-организатор сельскохозяйственного производства, менеджер-экономист, депутат Палаты представителей Национального собрания Республики Беларусь, г. Минск, член КПБ, Ивацевичский избирательный округ №10"
"2004","Кучинский  Виктор  Францевич","Депутат","46","1958","юрист","историк","","м","Минск","преподаватель истории и социально-политических дисциплин","Беспартийный","","кобринский","Кучинский  Виктор  Францевич,  1958  г.р.,  юрист,  менеджер-экономист,  историк, преподаватель истории и социально-политических дисциплин,  депутат  Палаты  представителей  Национального  
собрания Республики Беларусь, г. Минск, беспартийный, Кобринский избирательный округ №11"
"2004","Вершалович Лариса  Георгиевна","Депутат","48","1956","врач-терапевт","","","ж","Лунинец","заместитель  главного  врача государственного учреждения  «Лунинецкое  РТМО»  по  амбулаторно-поликлинической  работе","Беспартийный","","Лунинецкий","Вершалович Лариса  Георгиевна, 1956 г.р.,  врач-терапевт,  заместитель  главного  врача государственного учреждения  «Лунинецкое  РТМО»  по  амбулаторно-поликлинической  работе,  г. Лунинец, беспартийная, Лунинецкий избирательный округ №12"
"2004","Федорук Нина Федоровна","Депутат","53","1951","врач","","","ж","Брест","главный врач Брестского РТМО","Беспартийный","","Мухавецкий","Федорук Нина Федоровна, 1951 г.р., врач, главный врач Брестского РТМО, г.Брест, беспартийная, Мухавецкий избирательный округ №13"
"2004","Андреев Юрий Иванович","Депутат","50","1954","офицер по управлению боевыми действиями","","","м","Минск","депутат Палаты представителей Национального собрания Республики Беларусь","Беспартийный","","Пинский городской","Андреев Юрий Иванович, 1954 г.р., офицер по управлению боевыми действиями, депутат Палаты представителей Национального собрания Республики Беларусь, г. Минск, беспартийный, Пинский городской избирательный округ №14"
"2004","Дворанинович  Василий  Васильевич","Депутат","56","1948","ученый  зоотехник","","","м","Минск","начальник Смолевичского пограничного контрольно-ветеринарного пункта ""Аэропорт Минск-2""","Беспартийный","","Пинский сельский","Дворанинович  Василий  Васильевич,  1948  г.р.,  ученый  зоотехник,  начальник  Смолевичского пограничного контрольно-ветеринарного пункта ""Аэропорт Минск-2"", г. Минск, беспартийный, Пинский сельский избирательный округ №15"
"2004","Демко Григорий Алексеевич","Депутат","58","1946","агроном","","","м","Федоры","председатель сельскохозяйственного производственного кооператива ""Федорский""","Беспартийный","","Столинский","Демко Григорий Алексеевич, 1946 г.р., агроном, председатель сельскохозяйственного производственного кооператива ""Федорский"", д. Федоры Столинского района, беспартийный, Столинский избирательный округ №16"
"2004","Крот Зоя Карповна","Депутат","54","1950","учитель истории и обществоведения","","","ж","Витебск","председатель комитета по труду и социальной защите Витебского облисполкома","Беспартийный","","Витебский-Горьковский","Крот Зоя Карповна, 1950 г.р., учитель истории и обществоведения, председатель комитета по труду и социальной защите Витебского облисполкома, г.Витебск, беспартийная "
"2004","Семашко Сергей Александрович","Депутат","44","1960","инженер путей сообщения","строитель","","м","Витебск","депутат Палаты представителей Национального собрания Республики Беларусь","Беспартийный","","Витебский-Железнодорожный","Семашко Сергей Александрович, 1960 г.р., инженер путей сообщения, строитель, депутат Палаты представителей Национального собрания Республики Беларусь, г. Витебск, беспартийный, Витебский-Железнодорожный избирательный округ № 18"
"2004","Иванов Глеб  Анатольевич","Депутат","41","1963","инженер","юрист","","м","Витебск","депутат Палаты представителей Национального собрания Республики Беларусь","Беспартийный","","Витебский-Октябрьский","Иванов Глеб  Анатольевич, 1963   г.р., инженер, юрист, депутат Палаты представителей Национального собрания Республики Беларусь, г. Витебск, беспартийный, Витебский-Октябрьский избирательный округ № 19"
"2004","Гудков Александр Борисович","Депутат","47","1957","инженер по эксплуатации гусеничных и колесных машин","","","м","Витебск","депутат Палаты представителей Национального собрания Республики Беларусь","Беспартийный","","Витебский-Чкаловский","Гудков Александр Борисович, 1957 г.р., инженер по эксплуатации гусеничных и колесных машин, депутат Палаты представителей Национального собрания Республики Беларусь, г. Витебск, беспартийный,
Витебский-Чкаловский избирательный округ № 20
 "
"2004","Артеменко Людмила Александровна","Депутат","51","1953","учитель","","","ж","Витебск","директор Кировской средней школы Витебского района","Беспартийный","","Витебский сельский","Артеменко Людмила Александровна, 1953  г.р.,  учитель, директор Кировской средней школы Витебского района, г. Витебск, беспартийная, Витебский сельский избирательный округ № 21"
"2004","Хрол Василий Петрович","Депутат","47","1957","инженер-конструктор-технолог  электронно-вычислительной аппаратуры","юрист","менеджер-экономист","м","Минск","депутат Палаты представителей Национального собрания Республики Беларусь","Беспартийный","","Глубокский","Хрол Василий Петрович, 1957  г.р., инженер-конструктор-технолог  электронно-вычислительной аппаратуры, юрист, менеджер-экономист, депутат Палаты представителей Национального собрания  
Республики Беларусь, г. Минск, беспартийный, Глубокский избирательный округ № 22"
"2004","Внучко Роман Иосифович","Депутат","60","1944","ученый агроном","","","м","Минск","председатель Наблюдательного совета ОАО ""Белагропромбанк""","Беспартийный","","Лепельский","Внучко Роман Иосифович, 1944 г.р., ученый агроном, председатель Наблюдательного совета ОАО ""Белагропромбанк"", г.Минск, , беспартийный, Лепельский избирательный округ № 23"
"2004","Сковородко Владимир Юрьевич","Депутат","50","1954","ученый агроном","","","м","Миоры","председатель Миорского райисполкома","Беспартийный","","Миорский","Сковородко Владимир Юрьевич, 1954  г.р., ученый агроном, председатель Миорского райисполкома, г.Миоры, беспартийный, Миорский избирательный округ № 24"
"2004","Соломуха Петр Иванович","Депутат","62","1942","инженер-механик","","","м","Новополоцк","генеральный директор ОАО  ""Нефтезаводмонтаж""","Беспартийный","","Новополоцкий","Соломуха Петр Иванович, 1942   г.р.,  инженер-механик, генеральный директор ОАО  ""Нефтезаводмонтаж"", г.Новополоцк, беспартийный, Новополоцкий избирательный округ № 25"
"2004","Аникеева Людмила Александровна","Депутат","49","1955","учитель","","","ж","Орша","начальник отдела образования Оршанского горисполкома","Беспартийный","","Оршанский городской","Аникеева Людмила Александровна, 1955 г.р., учитель, начальник отдела образования Оршанского горисполкома, г. Орша, беспартийная, Оршанский городской избирательный округ № 26 "
"2004","Жвиков Владимир Владимирович","Депутат","54","1950","инженер","","","м","Орша","депутат Палаты представителей Национального собрания Республики Беларусь","Беспартийный","","Оршанский-Днепровский","Жвиков Владимир Владимирович, 1950  г.р., инженер, депутат Палаты представителей Национального собрания Республики Беларусь, г. Орша, беспартийный, Оршанский-Днепровский избирательный округ № 27"
"2004","Исаев  Владимир  Михайлович","Депутат","50","1954","врач","","","м","Полоцк","депутат Палаты представителей Национального собрания Республики Беларусь","Беспартийный","","Полоцкий городской","Исаев  Владимир  Михайлович, 1954  г.р., врач, депутат Палаты представителей Национального собрания Республики Беларусь, г. Полоцк, беспартийный, Полоцкий городской избирательный округ № 28 "
"2004","Сосонко Михаил Павлович","Депутат","51","1953","инженер-электрик","","","м","Минск","депутат Палаты представителей Национального собрания Республики Беларусь","Беспартийный","","Полоцкий сельский","Сосонко Михаил Павлович, 1953  г.р., инженер-электрик, депутат Палаты представителей Национального собрания Республики Беларусь, г. Минск, беспартийный, Полоцкий сельский избирательный округ № 29"
"2004","Янукович Ванда Фердинантовна","Депутат","56","1948","экономист","","","ж","Поставы","председатель  Поставского  райисполкома","Беспартийный","","Поставский","Янукович Ванда Фердинантовна, 1948  г.р., экономист, председатель  Поставского  райисполкома, г.Поставы, беспартийная, Поставский избирательный округ № 30"
"2004","Адашкевич Владимир Степанович","Депутат","55","1949","ученый  агроном","","","м","Орша","председатель Оршанского райисполкома","Беспартийный","","Толочинский","Адашкевич Владимир Степанович, 1949 г.р., ученый  агроном, председатель Оршанского райисполкома, г. Орша, беспартийный , Толочинский избирательный округ № 31 "
"2004","Лекторов Валерий Николаевич","Депутат","57","1947","врач-хирург","","","м","Витебск","депутат Палаты представителей Национального собрания Республики Беларусь","Беспартийный","","Шумилинский","Лекторов Валерий Николаевич, 1947 г.р., врач-хирург,  депутат  Палаты представителей Национального собрания Республики Беларусь, г .Витебск, беспартийный, Шумилинский избирательный округ № 32"
"2004","Толкачев Иван Иванович","Депутат","51","1953","историк","менеджер-экономист","","м","Поляна","заместитель главы администрации Железнодорожного района г. Гомеля","Беспартийный","","Гомельский-Юбилейный","Толкачев Иван Иванович, 1953 г.р., историк, менеджер-экономист, заместитель главы администрации Железнодорожного района г. Гомеля, п. Поляна Гомельского района, беспартийный, Гомельский-Юбилейный избирательный округ № 33"
"2004","Астапченко Юрий Леонидович","Депутат","59","1945","экономист","","","м","Минск","депутат Палаты представителей Национального собрания Республики Беларусь","Беспартийный","","Гомельский-Сельмашевский","Астапченко Юрий Леонидович, 1945  г.р., экономист, депутат Палаты представителей Национального собрания Республики Беларусь, г. Минск, беспартийный, Гомельский-Сельмашевский избирательный округ № 34 "
"2004","Шевко Александр Александрович","Депутат","54","1950","инженер-механик","","","м","Гомель","генеральный директор Республиканского унитарного предприятия ""Гомельский станкостроительный завод имени С.М.Кирова""","Беспартийный","","Гомельский-Центральный","Шевко Александр Александрович, 1950 г.р., инженер-механик, генеральный директор Республиканского унитарного предприятия ""Гомельский станкостроительный завод имени С.М.Кирова"", г. Гомель, беспартийный, Гомельский-Центральный избирательный округ № 35  
"
"2004","Кузнецова  Лариса  Федоровна","Депутат","46","1958","историк","преподаватель  истории  и  обществоведения","","ж","Гомель","начальник отдела образования Гомельского горисполкома","Беспартийный","","Гомельский-Советский","Кузнецова  Лариса  Федоровна, 1958  г.р., историк, преподаватель  истории  и  обществоведения, начальник отдела образования Гомельского горисполкома, г. Гомель, беспартийная, Гомельский-Советский избирательный округ № 36"
"2004","Глуховский  Леонид  Викторович","Депутат","43","1961","юрист-правовед","","","м","Минск","заместитель Министра  внутренних дел Республики  Беларусь","Беспартийный","","Гомельский-Промышленный","Глуховский  Леонид  Викторович, 1961  г.р., юрист-правовед, заместитель Министра  внутренних дел Республики  Беларусь, депутат  Палаты  представителей Национального собрания Республики  
Беларусь, г. Минск, беспартийный, Гомельский-Промышленный избирательный округ № 37"
"2004","Шатько Александр Викторович","Депутат","41","1963","учитель","","","м","Гомель","директор Гомельской Ирининской гимназии","Беспартийный","","Гомельский-Новобелицкий","Шатько Александр Викторович, 1963 г.р., учитель, директор Гомельской Ирининской гимназии, г. Гомель, беспартийный, Гомельский-Новобелицкий избирательный округ № 38"
"2004","Соловьев  Анатолий  Михайлович","Депутат","50","1954","юрист-правовед","","","м","Гомель","депутат Палаты представителей Национального собрания Республики Беларусь","Беспартийный","","Гомельский сельский","Соловьев  Анатолий  Михайлович, 1954  г.р., юрист-правовед, депутат  Палаты  представителей Национального собрания Республики Беларусь, г. Гомель, беспартийный, Гомельский сельский избирательный округ № 39"
"2004","Кужанов Владимир Иванович","Депутат","52","1952","инженер-механик","преподаватель общественных дисциплин","","м","Минск","официальный представитель Комитета государственной безопасности Республики Беларусь в Службе безопасности Украины","Беспартийный","","Буда-Кошелевский","Кужанов Владимир Иванович, 1952  г.р., инженер-механик, преподаватель общественных дисциплин, официальный представитель Комитета государственной безопасности Республики Беларусь в Службе безопасности Украины, г. Минск, беспартийный, Буда-Кошелевский избирательный округ № 40"
"2004","Русый  Михаил  Иванович","Депутат","50","1954","ученый  агроном","преподаватель  общественных  дисциплин","","м","Минск","руководитель отделения Посольства Республики Беларусь в Российской Федерации в г.  Санкт-Петербурге","Беспартийный","","Житковичский","Русый  Михаил  Иванович, 1954  г.р., учѐный агроном, преподаватель общественных дисциплин, руководитель отделения Посольства Республики Беларусь в Российской Федерации в г. Санкт-Петербурге, г. Минск, беспартийный, Житковичский избирательный округ № 41"
"2004","Каберник Нина Августовна","Депутат","55","1949","инженер-металлург","","","ж","Жлобин","директор по обеспечению качества Республиканского унитарного предприятия  ""Белорусский металлургический завод""","Беспартийный","","Жлобинский","Каберник Нина Августовна, 1949  г.р., инженер-металлург, директор по обеспечению качества Республиканского унитарного предприятия  ""Белорусский металлургический завод"", г.   Жлобин, беспартийная, Жлобинский избирательный округ № 42"
"2004","Тиханская Раиса Александровна","Депутат","53","1951","биолог","преподаватель биологии и химии","","ж","Гомель","заместитель председателя Гомельского облисполкома","Беспартийный","","Калинковичский","Тиханская Раиса Александровна, 1951 г.р., биолог, преподаватель биологии и химии, заместитель председателя Гомельского облисполкома, г. Гомель, беспартийная, Калинковичский избирательный округ № 43"
"2004","Жуковская Людмила Леоновна","Депутат","55","1949","инженер-технолог трикотажного производства","","","ж","Мозырь","директор ОАО ""Мозырская швейная фабрика ""Надэкс""","Беспартийный","","Мозырский","Жуковская Людмила Леоновна, 1949  г.р., инженер-технолог трикотажного производства, директор ОАО ""Мозырская швейная фабрика ""Надэкс"", г. Мозырь, беспартийная, Мозырский избирательный округ № 44"
"2004","Костян Сергей Иванович","Депутат","63","1941","преподаватель истории","","","м","Мозырь","депутат Палаты представителей Национального собрания Республики Беларусь","Партийный","КПБ","Полесский","Костян Сергей Иванович, 1941  г.р., преподаватель истории, депутат Палаты представителей Национального собрания Республики Беларусь, г. Мозырь, член КПБ, Полесский избирательный округ № 45"
"2004","Куцко  Николай  Васильевич","Депутат","50","1954","инженер-механик","менеджер-экономист","","м","Речица","депутат Палаты представителей Национального собрания Республики Беларусь","Партийный","Аграрная партия","Речицкий","Куцко  Николай  Васильевич, 1954  г.р., инженер-механик, менеджер-экономист, депутат Палаты представителей Национального собрания Республики Беларусь, г. Речица, член Аграрной партии, Речицкий избирательный округ № 46"
"2004","Поплавский  Михаил  Иванович","Депутат","58","1946","инженер-механик","","","м","Рогачев","депутат Палаты представителей Национального собрания Республики Беларусь","Беспартийный","","Рогачевский","Поплавский  Михаил  Иванович,  1946  г.р., инженер-механик, депутат Палаты представителей Национального собрания Республики Беларусь, г. Рогачев, беспартийный, Рогачевский избирательный округ № 47"
"2004","Ковалева Валентина Ивановна","Депутат","47","1957","филолог","преподаватель","менеджер-экономист","ж","Светлогорск","заместитель председателя Светлогорского райисполкома","Беспартийный","","Светлогорский","Ковалева Валентина Ивановна, 1957 г.р., филолог, преподаватель, менеджер-экономист, заместитель председателя Светлогорского райисполкома, г. Светлогорск, беспартийная, Светлогорский избирательный округ № 48 "
"2004","Кулик  Виталий  Васильевич","Депутат","46","1958","инженер-электрик","экономист-менеджер","","м","Речица","депутат Палаты представителей Национального собрания Республики Беларусь","Партийный","Аграрная партия","Хойникский","Кулик  Виталий  Васильевич, 1958  г.р., инженер-электрик, экономист-менеджер, депутат  Палаты представителей Национального собрания Республики Беларусь, г. Речица, член Аграрной партии, Хойникский избирательный округ № 49"
"2004","Новосад Тамара Ивановна","Депутат","52","1952","учитель","","","ж","Волковыск","директор гимназии № 2  г. Волковыска","Беспартийный","","Волковысский","Новосад Тамара Ивановна, 1952   г.р., учитель, директор гимназии № 2  г. Волковыска, г. Волковыск, беспартийная, Волковысский избирательный округ № 50"
"2004","Каменецкий Сергей Владимирович","Депутат","43","1961","инженер по эксплуатации гусеничных и колесных машин","экономист-международник","","м","Гродно","депутат Палаты представителей Национального собрания Республики Беларусь","Беспартийный","","Гродненский-Занеманский","Каменецкий Сергей Владимирович, 1961 г.р., инженер по эксплуатации гусеничных и колесных машин, экономист-международник, депутат Палаты представителей Национального собрания  
Республики Беларусь, г.Гродно, беспартийный, Гродненский-Занеманский избирательный округ № 51 "
